drift_event_id,control_name,control_type,baseline_value,current_value,change_type,severity,operator_name,operator_email,approver_name,approver_email,change_date,change_reason,status,compliance_impact,is_approved_change,is_ci_cd_change,is_emergency_change,security_rule_score,rule_risk_level,recommended_remediation_commands,ml_risk_score,predicted_risk_level,ml_confidence,anomaly_score,anomaly_flag,anomaly_confidence,priority_score,priority_level,priority_reason,event_type,source,event_id,actor,approver,metadata
DRF00386,Control-41,Vulnerability,enabled=False,enabled=True,Rollback,Critical,Aditya Robinson,aditya.robinson@company.com,Nadia Hernandez,nadia.hernandez@company.com,2026-01-27 10:54:40,Performance Tuning,Drifted,NIST,0,0,0,0,LOW,[],68.95,HIGH,76.26,0.0395,False,25.79,78.0,HIGH,Critical unresolved drift floor applied,,,,,,
DRF00379,Control-22,Cloud_Security,enabled=True,enabled=False,Disable,Medium,Nikhil Johnson,nikhil.johnson@company.com,Shruti Robinson,shruti.robinson@company.com,2026-01-27 10:54:40,Security Update,Mitigated,GDPR,1,0,0,88,HIGH,['restore cloud guardrail policy in policy-as-code and redeploy the policy template'],67.21,HIGH,58.11,0.0322,False,37.67,73.17,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00400,Control-68,Vulnerability,enabled=True,enabled=False,Rollback,Low,Larry Singh,larry.singh@company.com,Zainab Ghosh,zainab.ghosh@company.com,2026-01-27 10:54:40,Security Update,Under_Review,NIST,1,0,0,0,LOW,[],40.13,MEDIUM,63.83,0.0466,False,14.35,16.2,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00175,Control-34,Endpoint,enabled=True,enabled=False,Remove,Medium,Thomas Clark,thomas.clark@company.com,Andrew Singh,andrew.singh@company.com,2026-01-27 10:54:40,Security Update,Under_Review,NONE,1,0,0,87,HIGH,['re-enable endpoint protection for the device and initiate a full malware scan'],58.7,MEDIUM,45.58,0.0365,False,30.75,68.66,HIGH,Unresolved medium-severity review floor applied,,,,,,
DRF00016,Control-89,Cloud_Security,enabled=True,enabled=True,Disable,High,Anjali Verma,anjali.verma@company.com,Vikram Reddy,vikram.reddy@company.com,2026-01-27 10:54:40,Performance Tuning,Compliant,PCI,0,0,0,88,HIGH,['restore cloud guardrail policy in policy-as-code and redeploy the policy template'],72.23,HIGH,54.92,0.0326,False,37.01,74.83,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00407,Control-93,Vulnerability,enabled=False,enabled=True,Rollback,Low,Richard Verma,richard.verma@company.com,Yuki Lee,yuki.lee@company.com,2026-01-27 10:54:40,Performance Tuning,Remediated,ISO,0,0,0,0,LOW,[],20.23,LOW,84.47,0.0352,False,32.86,12.01,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00157,Control-76,Vulnerability,enabled=False,enabled=True,Remove,Medium,Isha Jackson,isha.jackson@company.com,Ronald Das,ronald.das@company.com,2026-01-28 10:54:40,Emergency Fix,Under_Review,NONE,0,0,1,0,LOW,[],57.87,MEDIUM,43.2,0.0495,False,9.58,42.0,MEDIUM,Unresolved medium-severity review floor applied,,,,,,
DRF00365,Control-54,Cloud_Security,enabled=True,enabled=True,Disable,High,Amara Kumar,amara.kumar@company.com,Christopher Thompson,christopher.thompson@company.com,2026-01-28 10:54:40,Performance Tuning,Under_Review,GDPR,0,0,0,88,HIGH,['restore cloud guardrail policy in policy-as-code and redeploy the policy template'],89.34,CRITICAL,69.95,0.0443,False,18.02,77.97,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00390,Control-97,Access_Control,enabled=True,enabled=False,Update,Info,James Bhat,james.bhat@company.com,Akshay Garcia,akshay.garcia@company.com,2026-01-28 10:54:40,Policy Change,Mitigated,ISO,0,0,0,0,LOW,[],19.96,LOW,84.5,0.0462,False,14.99,9.23,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00052,Control-6,Logging,enabled=False,enabled=False,Disable,High,Rajesh Bhat,rajesh.bhat@company.com,Aisha Reddy,aisha.reddy@company.com,2026-01-28 10:54:40,Troubleshooting,Remediated,NIST,0,0,0,97,CRITICAL,"['aws logs put-retention-policy --log-group-name <group> --retention-in-days 365', 'az monitor diagnostic-settings create --name <setting> --resource <resource-id>']",72.7,HIGH,57.85,0.0408,False,23.68,92.0,CRITICAL,Mandatory priority floor applied for Audit Logging Disabled,,,,,,
DRF00058,Control-26,Logging,enabled=True,enabled=True,Disable,Medium,Amitabh Sharma,amitabh.sharma@company.com,Joshua Jones,joshua.jones@company.com,2026-01-28 10:54:40,Troubleshooting,Remediated,NIST,0,0,0,97,CRITICAL,"['aws logs put-retention-policy --log-group-name <group> --retention-in-days 365', 'az monitor diagnostic-settings create --name <setting> --resource <resource-id>']",65.17,HIGH,49.92,0.0408,False,23.68,92.0,CRITICAL,Mandatory priority floor applied for Audit Logging Disabled,,,,,,
DRF00288,Control-99,Endpoint,enabled=False,enabled=True,Remove,Medium,Nicholas Lopez,nicholas.lopez@company.com,Riya Mishra,riya.mishra@company.com,2026-01-28 10:54:40,Emergency Fix,Remediated,PCI,0,0,1,87,HIGH,['re-enable endpoint protection for the device and initiate a full malware scan'],55.39,MEDIUM,46.25,0.031,False,39.69,68.84,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00299,Control-97,Network_Segmentation,enabled=False,enabled=False,Disable,Info,Shruti Ramirez,shruti.ramirez@company.com,James Nair,james.nair@company.com,2026-01-29 10:54:40,Policy Change,Mitigated,NONE,0,0,0,0,LOW,[],37.4,LOW,47.5,0.0499,False,8.94,14.43,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00489,Control-33,Access_Control,enabled=False,enabled=False,Enable,High,Jason Rao,jason.rao@company.com,Shruti Gonzalez,shruti.gonzalez@company.com,2026-01-29 10:54:40,Emergency Fix,Drifted,CIS,0,0,1,0,LOW,[],64.64,HIGH,62.03,0.0356,False,32.12,27.44,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00467,Control-20,Vulnerability,enabled=False,enabled=True,Enable,High,Meera Mishra,meera.mishra@company.com,George Nair,george.nair@company.com,2026-01-29 10:54:40,Policy Change,Drifted,PCI,0,0,0,0,LOW,[],63.32,HIGH,62.31,0.0515,False,6.25,23.1,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00359,Control-92,Firewall,enabled=True,enabled=False,Modify,Critical,Timothy Iyer,timothy.iyer@company.com,Matthew Jackson,matthew.jackson@company.com,2026-01-29 10:54:40,Security Update,Remediated,GDPR,1,0,0,0,LOW,[],51.19,MEDIUM,52.9,0.0479,False,12.22,19.75,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00458,Control-94,DLP,enabled=True,enabled=True,Rollback,Low,Leila Martin,leila.martin@company.com,Eric Smith,eric.smith@company.com,2026-01-30 10:54:40,Policy Change,Remediated,NIST,0,0,0,0,LOW,[],23.58,LOW,76.26,0.0412,False,23.08,11.71,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00182,Control-8,Access_Control,enabled=True,enabled=False,Remove,Info,Gary Rodriguez,gary.rodriguez@company.com,Nisha Sharma,nisha.sharma@company.com,2026-01-30 10:54:40,Security Update,Mitigated,PCI,1,0,0,0,LOW,[],50.44,MEDIUM,54.46,0.0559,False,0.0,17.65,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00154,Control-34,Data_Protection,enabled=True,enabled=False,Modify,Low,William Verma,william.verma@company.com,Akshay Lopez,akshay.lopez@company.com,2026-01-30 10:54:40,Troubleshooting,Remediated,NONE,0,0,0,0,LOW,[],23.22,LOW,77.58,0.0376,False,28.97,12.47,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00203,Control-22,Encryption,enabled=True,enabled=True,Rollback,Medium,Edward Das,edward.das@company.com,Gary Young,gary.young@company.com,2026-01-31 10:54:40,Emergency Fix,Under_Review,CIS,0,0,1,0,LOW,[],49.95,MEDIUM,59.59,0.0297,False,41.82,42.0,MEDIUM,Unresolved medium-severity review floor applied,,,,,,
DRF00013,Control-59,Logging,enabled=True,enabled=False,Modify,Low,Amara Singh,amara.singh@company.com,Jacob Garcia,jacob.garcia@company.com,2026-01-31 10:54:40,Policy Change,Under_Review,GDPR,0,0,0,0,LOW,[],47.44,MEDIUM,68.19,0.0179,False,61.02,25.76,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00443,Control-35,Cloud_Security,enabled=False,enabled=True,Disable,Medium,Fatima Gonzalez,fatima.gonzalez@company.com,Ryan Reddy,ryan.reddy@company.com,2026-01-31 10:54:40,Emergency Fix,Compliant,GDPR,0,0,1,88,HIGH,['restore cloud guardrail policy in policy-as-code and redeploy the policy template'],65.38,HIGH,49.24,0.0253,False,48.93,74.22,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00170,Control-3,Endpoint,enabled=True,enabled=False,Rollback,Critical,Varun Lopez,varun.lopez@company.com,Maria Miller,maria.miller@company.com,2026-01-31 10:54:40,Security Update,Remediated,CIS,1,0,0,0,LOW,[],53.2,MEDIUM,45.44,0.0259,False,48.03,25.82,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00098,Control-84,Encryption,enabled=True,enabled=True,Update,Info,Shruti Ramirez,shruti.ramirez@company.com,Daniel Bhat,daniel.bhat@company.com,2026-01-31 10:54:40,Security Update,Compliant,GDPR,1,0,0,0,LOW,[],20.66,LOW,82.9,0.0258,False,48.16,14.45,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00355,Control-56,Firewall,enabled=True,enabled=False,Remove,Info,Riya Smith,riya.smith@company.com,Yuki Iyer,yuki.iyer@company.com,2026-01-31 10:54:40,Policy Change,Compliant,NIST,0,0,0,0,LOW,[],41.49,LOW,38.93,0.0355,False,32.32,19.37,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00342,Control-54,DLP,enabled=False,enabled=False,Remove,Medium,Brian Gupta,brian.gupta@company.com,Karan White,karan.white@company.com,2026-01-31 10:54:40,Security Update,Compliant,NIST,1,0,0,86,HIGH,['restore DLP policy from policy-as-code and redeploy to sensitive data repositories'],44.92,LOW,37.75,0.0313,False,39.15,64.59,MEDIUM,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00307,Control-17,Encryption,enabled=False,enabled=True,Enable,Low,Daniel Anderson,daniel.anderson@company.com,Nadia Mishra,nadia.mishra@company.com,2026-01-31 10:54:40,Emergency Fix,Mitigated,NONE,0,0,1,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",19.95,LOW,84.22,0.0331,False,36.33,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00324,Control-9,Logging,enabled=False,enabled=False,Update,High,Christopher Mishra,christopher.mishra@company.com,Varun Bhat,varun.bhat@company.com,2026-02-01 10:54:40,Troubleshooting,Remediated,NONE,0,0,0,0,LOW,[],41.8,MEDIUM,70.43,0.0198,False,57.87,23.31,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00280,Control-20,Encryption,enabled=True,enabled=False,Disable,Medium,Sophia Singh,sophia.singh@company.com,Jacob Iyer,jacob.iyer@company.com,2026-02-01 10:54:40,Emergency Fix,Compliant,GDPR,0,0,1,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",63.54,HIGH,50.93,0.0183,False,60.37,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00340,Control-78,Vulnerability,enabled=False,enabled=True,Modify,Critical,Shruti Jackson,shruti.jackson@company.com,Kenneth Lopez,kenneth.lopez@company.com,2026-02-01 10:54:40,Troubleshooting,Mitigated,ISO,0,0,0,0,LOW,[],65.87,HIGH,65.27,0.0199,False,57.8,31.72,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00191,Control-62,Firewall,enabled=True,enabled=True,Enable,Low,Fatima Sharma,fatima.sharma@company.com,Eric Ghosh,eric.ghosh@company.com,2026-02-01 10:54:40,Security Update,Under_Review,CIS,1,0,0,0,LOW,[],37.67,MEDIUM,62.5,0.0195,False,58.4,21.94,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00045,Control-14,Endpoint,enabled=True,enabled=True,Rollback,Medium,Ryan Taylor,ryan.taylor@company.com,Edward Thompson,edward.thompson@company.com,2026-02-01 10:54:40,Performance Tuning,Compliant,CIS,0,0,0,0,LOW,[],43.16,MEDIUM,69.33,0.0163,False,63.67,24.66,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00332,Control-88,Endpoint,enabled=False,enabled=False,Remove,High,Leila Lee,leila.lee@company.com,Yuki Das,yuki.das@company.com,2026-02-02 10:54:40,Policy Change,Remediated,NONE,0,0,0,87,HIGH,['re-enable endpoint protection for the device and initiate a full malware scan'],60.55,HIGH,39.95,0.0434,False,19.52,67.62,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00389,Control-96,Cloud_Security,enabled=False,enabled=False,Disable,High,Rajesh Das,rajesh.das@company.com,Nisha Wilson,nisha.wilson@company.com,2026-02-02 10:54:40,Emergency Fix,Under_Review,NIST,0,0,1,88,HIGH,['restore cloud guardrail policy in policy-as-code and redeploy the policy template'],90.13,CRITICAL,73.04,0.031,False,39.65,81.49,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00441,Control-17,Logging,enabled=False,enabled=True,Modify,Medium,Neha Gonzalez,neha.gonzalez@company.com,Nisha Das,nisha.das@company.com,2026-02-02 10:54:40,Performance Tuning,Drifted,GDPR,0,0,0,0,LOW,[],61.43,MEDIUM,46.04,0.0326,False,37.13,27.07,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00466,Control-42,Logging,enabled=False,enabled=False,Enable,Critical,Elena Rodriguez,elena.rodriguez@company.com,Aditya Lewis,aditya.lewis@company.com,2026-02-02 10:54:40,Troubleshooting,Mitigated,GDPR,0,0,0,0,LOW,[],49.97,MEDIUM,59.07,0.0356,False,32.15,22.31,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00219,Control-51,DLP,enabled=False,enabled=True,Enable,Medium,Amara Thomas,amara.thomas@company.com,Brian Verma,brian.verma@company.com,2026-02-03 10:54:40,Emergency Fix,Mitigated,CIS,0,0,1,0,LOW,[],40.18,MEDIUM,68.19,0.0365,False,30.75,18.68,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00325,Control-95,Access_Control,enabled=False,enabled=True,Disable,Low,Nisha Lewis,nisha.lewis@company.com,Riya Kumar,riya.kumar@company.com,2026-02-03 10:54:40,Troubleshooting,Drifted,CIS,0,0,0,0,LOW,[],73.32,HIGH,53.78,0.0339,False,34.99,30.91,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00358,Control-55,Cloud_Security,enabled=True,enabled=True,Update,Medium,George Bhat,george.bhat@company.com,Nicholas Lopez,nicholas.lopez@company.com,2026-02-03 10:54:40,Emergency Fix,Under_Review,NIST,1,0,1,0,LOW,[],47.92,MEDIUM,75.17,0.0442,False,18.24,42.0,MEDIUM,Unresolved medium-severity review floor applied,,,,,,
DRF00177,Control-97,Encryption,enabled=True,enabled=True,Modify,Critical,Charles Rao,charles.rao@company.com,William Sharma,william.sharma@company.com,2026-02-03 10:54:40,Policy Change,Remediated,CIS,0,0,0,0,LOW,[],62.89,HIGH,59.4,0.0512,False,6.78,23.03,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00103,Control-26,Encryption,enabled=True,enabled=False,Rollback,Medium,Maria Singh,maria.singh@company.com,Paul Pillai,paul.pillai@company.com,2026-02-03 10:54:40,Performance Tuning,Compliant,GDPR,0,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",34.85,MEDIUM,51.99,0.0427,False,20.57,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00091,Control-40,Cloud_Security,enabled=False,enabled=True,Disable,Medium,Isha Gonzalez,isha.gonzalez@company.com,Raja Jones,raja.jones@company.com,2026-02-03 10:54:40,Emergency Fix,Remediated,CIS,0,0,1,88,HIGH,['restore cloud guardrail policy in policy-as-code and redeploy the policy template'],65.85,HIGH,55.91,0.0402,False,24.74,70.76,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00440,Control-4,Network_Segmentation,enabled=True,enabled=True,Modify,Medium,Stephen Patel,stephen.patel@company.com,William Clark,william.clark@company.com,2026-02-03 10:54:40,Emergency Fix,Mitigated,NONE,0,0,1,0,LOW,[],39.29,MEDIUM,62.92,0.0551,False,0.37,13.81,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00231,Control-19,Access_Control,enabled=True,enabled=True,Disable,Low,Nisha Jones,nisha.jones@company.com,Richard Lee,richard.lee@company.com,2026-02-04 10:54:40,Emergency Fix,Under_Review,ISO,0,0,1,0,LOW,[],70.36,HIGH,62.05,0.0338,False,35.21,29.91,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00439,Control-17,Access_Control,enabled=True,enabled=False,Disable,Critical,Robert Perez,robert.perez@company.com,Timothy Williams,timothy.williams@company.com,2026-02-04 10:54:40,Security Update,Under_Review,NONE,1,0,0,0,LOW,[],85.15,CRITICAL,69.02,0.0471,False,13.45,31.82,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00090,Control-5,Endpoint,enabled=False,enabled=False,Rollback,High,William Williams,william.williams@company.com,Anthony Kumar,anthony.kumar@company.com,2026-02-04 10:54:40,Emergency Fix,Compliant,PCI,0,0,1,0,LOW,[],46.22,MEDIUM,70.9,0.0306,False,40.27,22.22,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00075,Control-86,Data_Protection,enabled=True,enabled=True,Rollback,Low,Charles Gupta,charles.gupta@company.com,Anthony Mishra,anthony.mishra@company.com,2026-02-04 10:54:40,Performance Tuning,Under_Review,PCI,0,0,0,0,LOW,[],39.66,MEDIUM,59.27,0.0387,False,27.18,17.96,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00328,Control-12,Cloud_Security,enabled=False,enabled=True,Enable,Info,Christopher Sanchez,christopher.sanchez@company.com,Neha Iyer,neha.iyer@company.com,2026-02-05 10:54:40,Security Update,Compliant,ISO,1,0,0,0,LOW,[],18.47,LOW,90.25,0.0316,False,38.79,12.28,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00144,Control-8,Encryption,enabled=False,enabled=True,Enable,Critical,Akshay Reddy,akshay.reddy@company.com,Daniel Ramirez,daniel.ramirez@company.com,2026-02-05 10:54:40,Emergency Fix,Mitigated,NONE,0,0,1,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",42.39,MEDIUM,56.69,0.0476,False,12.71,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00201,Control-75,DLP,enabled=True,enabled=False,Enable,Low,Pooja Patel,pooja.patel@company.com,Varun Verma,varun.verma@company.com,2026-02-05 10:54:40,Troubleshooting,Compliant,ISO,0,0,0,0,LOW,[],18.32,LOW,89.97,0.0429,False,20.3,9.46,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00460,Control-50,Access_Control,enabled=True,enabled=True,Modify,High,Stephen Sharma,stephen.sharma@company.com,Joseph Martinez,joseph.martinez@company.com,2026-02-05 10:54:40,Security Update,Compliant,NONE,1,0,0,0,LOW,[],35.4,MEDIUM,45.51,0.0538,False,2.55,12.77,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00497,Control-10,Cloud_Security,enabled=False,enabled=False,Update,High,Kenneth Wilson,kenneth.wilson@company.com,Shruti Ramirez,shruti.ramirez@company.com,2026-02-05 10:54:40,Policy Change,Compliant,PCI,1,0,0,0,LOW,[],42.32,MEDIUM,66.3,0.0443,False,17.99,17.51,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00057,Control-76,Cloud_Security,enabled=True,enabled=True,Rollback,Critical,Stephen Menon,stephen.menon@company.com,Rohan Wilson,rohan.wilson@company.com,2026-02-05 10:54:40,Emergency Fix,Mitigated,ISO,0,0,1,0,LOW,[],57.12,HIGH,45.47,0.0383,False,27.76,24.16,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00318,Control-86,Access_Control,enabled=True,enabled=True,Rollback,Low,Diya Kumar,diya.kumar@company.com,Yuki Sharma,yuki.sharma@company.com,2026-02-05 10:54:40,Policy Change,Drifted,CIS,0,0,0,0,LOW,[],41.84,MEDIUM,63.5,0.0483,False,11.46,16.36,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00277,Control-20,Cloud_Security,enabled=True,enabled=False,Modify,Info,Donald Jackson,donald.jackson@company.com,Brian Johnson,brian.johnson@company.com,2026-02-06 10:54:40,Policy Change,Remediated,PCI,0,0,0,0,LOW,[],30.61,LOW,63.84,0.0468,False,14.03,12.82,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00262,Control-65,Endpoint,enabled=False,enabled=True,Update,Low,Aditya Singh,aditya.singh@company.com,Christopher Williams,christopher.williams@company.com,2026-02-06 10:54:40,Performance Tuning,Remediated,PCI,0,0,0,0,LOW,[],18.81,LOW,87.96,0.0371,False,29.74,11.04,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00004,Control-14,Network_Segmentation,enabled=False,enabled=True,Remove,Critical,Nicholas Moore,nicholas.moore@company.com,Riya Kumar,riya.kumar@company.com,2026-02-06 10:54:40,Emergency Fix,Remediated,NONE,0,0,1,0,LOW,[],67.02,HIGH,43.19,0.0531,False,3.63,24.0,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
